Player,Team,Comp,Season,position_group,Age,Annual_Wages_EUR,efficiency_score,panel_efficiency,eff_difference
Silvan Widmer,Mainz 05,Bundesliga,2023-2024,Midfielders,30,1890000,0.4487625322599751,0.220634384151645,-0.2281281481083301
Silvan Widmer,Mainz 05,Bundesliga,2024-2025,Midfielders,31,1890000,0.4898310378970194,0.2617028897886893,-0.2281281481083301
Noah Weißhaupt,Freiburg,Bundesliga,2022-2023,Midfielders,20,90000,-0.718350118204734,0.0277541999245949,0.746104318129329
Noah Weißhaupt,Freiburg,Bundesliga,2023-2024,Midfielders,21,120000,-0.7738585180539239,-0.0277541999245949,0.746104318129329
Mitchell Weiser,Werder Bremen,Bundesliga,2022-2023,Midfielders,28,1980000,0.5197069321106298,0.1967013916954562,-0.3230055404151735
Mitchell Weiser,Werder Bremen,Bundesliga,2023-2024,Midfielders,29,1980000,0.3012119631962484,-0.0217935772189251,-0.3230055404151735
Mitchell Weiser,Werder Bremen,Bundesliga,2024-2025,Midfielders,30,1980000,0.1480977259386424,-0.1749078144765311,-0.3230055404151735
Óscar Trejo,Rayo Vallecano,La Liga,2023-2024,Forwards,35,510000,-0.3476866220435095,-0.081751991414265,0.2659346306292444
Ferrán Torres,Barcelona,La Liga,2022-2023,Forwards,22,10000000,1.2833391558356195,0.3534817910251117,-0.9298573648105078
Ferrán Torres,Barcelona,La Liga,2023-2024,Forwards,23,10000000,1.002564666485558,0.0727073016750502,-0.9298573648105078
Ferrán Torres,Barcelona,La Liga,2024-2025,Forwards,24,10000000,0.503668272110346,-0.4261890927001618,-0.9298573648105078
Pablo Torre,Barcelona,La Liga,2022-2023,Forwards,19,210000,-1.5687499355209926,0.1676020901395958,1.7363520256605884
Ivan Toney,Brentford,Premier League,2022-2023,Forwards,26,1208866,-0.6391498949402017,-0.0055121065335486,0.6336377884066531
Ivan Toney,Brentford,Premier League,2023-2024,Forwards,27,1231034,-0.6281256818731045,0.0055121065335486,0.6336377884066531
Tiago Tomás,Stuttgart,Bundesliga,2022-2023,Forwards,20,120000,-0.6126428950146732,-0.3801317646718735,0.2325111303427997
Tiago Tomás,Wolfsburg,Bundesliga,2023-2024,Forwards,21,1500000,0.162273911258973,0.3947850416017726,0.2325111303427996
Raúl de Tomás,Rayo Vallecano,La Liga,2022-2023,Forwards,27,4820000,1.966777716830468,0.3211182622904263,-1.6456594545400418
Raúl de Tomás,Rayo Vallecano,La Liga,2023-2024,Forwards,28,3100000,1.3245411922496153,-0.3211182622904265,-1.6456594545400418
Steffen Tigges,Köln,Bundesliga,2022-2023,Forwards,24,660000,0.060811493765339,-0.1067142002029744,-0.1675256939683134
Steffen Tigges,Köln,Bundesliga,2023-2024,Forwards,25,660000,0.2742398941712878,0.1067142002029744,-0.1675256939683134
Phillip Tietz,Augsburg,Bundesliga,2023-2024,Forwards,26,750000,-0.3387776202448798,0.1616342397796364,0.5004118600245162
Phillip Tietz,Augsburg,Bundesliga,2024-2025,Forwards,27,750000,-0.6620460998041526,-0.1616342397796364,0.5004118600245162
Marcus Thuram,Gladbach,Bundesliga,2022-2023,Forwards,24,3200000,-0.0570330219061538,-0.0004757288922239,0.0565572930139298
Marcus Thuram,Inter,Serie A,2023-2024,Forwards,25,7690000,-0.0583150105074352,-0.0017577174935053,0.0565572930139298
Marcus Thuram,Inter,Serie A,2024-2025,Forwards,26,7690000,-0.0543238466282005,0.0022334463857293,0.0565572930139298
Jan Thielmann,Köln,Bundesliga,2023-2024,Forwards,21,1200000,1.212753251713277,0.9363343719473852,-0.2764188797658917
Florian Thauvin,Udinese,Serie A,2022-2023,Forwards,29,2310000,1.3590334754273954,0.6719266300325799,-0.6871068453948155
Florian Thauvin,Udinese,Serie A,2023-2024,Forwards,30,2310000,0.4616227064221014,-0.225484138972714,-0.6871068453948155
Florian Thauvin,Udinese,Serie A,2024-2025,Forwards,31,2310000,0.2406643543349496,-0.4464424910598659,-0.6871068453948155
Martin Terrier,Rennes,Ligue 1,2023-2024,Forwards,26,3000000,0.2741915412434839,0.0202201152166707,-0.2539714260268131
Williot Swedberg,Celta Vigo,La Liga,2023-2024,Forwards,19,250000,-0.5815790592069021,0.1914983303746353,0.7730773895815375
Williot Swedberg,Celta Vigo,La Liga,2024-2025,Forwards,20,250000,-0.9645757199561728,-0.1914983303746352,0.7730773895815375
Isaac Success,Udinese,Serie A,2022-2023,Forwards,26,1090000,0.372074792588295,0.0650855253441067,-0.3069892672441882
Isaac Success,Udinese,Serie A,2023-2024,Forwards,27,1090000,0.2419037419000815,-0.0650855253441067,-0.3069892672441882
Cristhian Stuani,Girona,La Liga,2022-2023,Forwards,35,1200000,0.4688662637523126,0.6467915916369679,0.1779253278846552
Cristhian Stuani,Girona,La Liga,2023-2024,Forwards,36,1200000,-0.541955522363704,-0.3640301944790488,0.1779253278846552
Cristhian Stuani,Girona,La Liga,2024-2025,Forwards,37,1200000,-0.4606867250425743,-0.282761397157919,0.1779253278846552
Gabriel Strefezza,Lecce,Serie A,2022-2023,Forwards,25,460000,-0.2742480219497683,0.1218538538564869,0.3961018758062551
Gabriel Strefezza,Lecce,Serie A,2023-2024,Forwards,26,460000,-0.0173118008103543,0.3787900749959009,0.3961018758062552
Jørgen Strand Larsen,Celta Vigo,La Liga,2022-2023,Forwards,22,450000,-0.8122712409259556,0.0456298791037029,0.8579011200296586
Jørgen Strand Larsen,Celta Vigo,La Liga,2023-2024,Forwards,23,550000,-1.131380009188275,-0.2734788891586165,0.8579011200296586
Jørgen Strand Larsen,Wolves,Premier League,2024-2025,Forwards,24,924103,-0.6300521099747449,0.2278490100549136,0.8579011200296586
Raheem Sterling,Chelsea,Premier League,2022-2023,Forwards,27,19644073,0.5354637564797464,0.2833541273076451,-0.2521096291721013
Raheem Sterling,Arsenal,Premier League,2024-2025,Forwards,29,10011113,0.0366006461595844,-0.2155089830125168,-0.2521096291721013
Alexander Sørloth,Villarreal,La Liga,2023-2024,Forwards,27,3600000,-0.1643605992658869,0.0176007000212257,0.1819612992871126
Alexander Sørloth,Atlético Madrid,La Liga,2024-2025,Forwards,28,6240000,-0.1995619993083384,-0.0176007000212257,0.1819612992871126
Issa Soumaré,Le Havre,Ligue 1,2023-2024,Forwards,22,250000,-0.3270146351191894,0.1765782039499122,0.5035928390691016
Florian Sotoca,Lens,Ligue 1,2024-2025,Forwards,33,600000,-1.270262070273045,-0.0800034150850941,1.1902586551879508
Dominic Solanke,Bournemouth,Premier League,2022-2023,Forwards,24,3022165,0.5421620129240452,0.4170155108638754,-0.1251465020601697
Dominic Solanke,Bournemouth,Premier League,2023-2024,Forwards,25,4308618,0.2100664021002209,0.0849199000400511,-0.1251465020601697
Dominic Solanke,Tottenham Hotspur,Premier League,2024-2025,Forwards,26,5544616,-0.376788908843757,-0.5019354109039267,-0.1251465020601697
Tim Skarke,Darmstadt 98,Bundesliga,2023-2024,Forwards,26,420000,-0.4706631351217076,-0.0799752011013286,0.390687934020379
Tim Skarke,Union Berlin,Bundesliga,2024-2025,Forwards,27,750000,-0.3107127329190504,0.0799752011013286,0.390687934020379
Lassine Sinayoko,Auxerre,Ligue 1,2024-2025,Forwards,24,700000,-0.2218721666313321,0.577351699245864,0.7992238658771962
Moses Simon,Nantes,Ligue 1,2024-2025,Forwards,29,2400000,0.2713522662638201,-0.1347069702459987,-0.4060592365098188
Giovanni Simeone,Napoli,Serie A,2022-2023,Forwards,27,3330000,-0.1459982910791879,0.0473633491699653,0.1933616402491532
Giovanni Simeone,Napoli,Serie A,2023-2024,Forwards,28,3330000,-0.1944906234099122,-0.0011289831607589,0.1933616402491532
Giovanni Simeone,Napoli,Serie A,2024-2025,Forwards,29,3330000,-0.2395960062583597,-0.0462343660092064,0.1933616402491532
Abdallah Sima,Angers,Ligue 1,2022-2023,Forwards,21,1240000,0.6110811417043607,0.2008266237708734,-0.4102545179334873
Abdallah Sima,Brest,Ligue 1,2024-2025,Forwards,23,1300000,0.2094278941626139,-0.2008266237708733,-0.4102545179334873
Fábio Silva,Wolves,Premier League,2023-2024,Forwards,21,4924135,1.582066298382692,0.0092390678315528,-1.5728272305511393
Fábio Silva,Las Palmas,La Liga,2024-2025,Forwards,22,4950000,1.5635881627195864,-0.0092390678315528,-1.5728272305511393
André Silva,RB Leipzig,Bundesliga,2022-2023,Forwards,26,5000000,0.2625866772907113,-0.2560167769644206,-0.5186034542551319
André Silva,Real Sociedad,La Liga,2023-2024,Forwards,27,5000000,0.7746202312195525,0.2560167769644206,-0.5186034542551319
Eldor Shomurodov,Roma,Serie A,2024-2025,Forwards,29,1920000,-0.9634542381795814,-0.6870826522132996,0.2763715859662818
Stephan El Shaarawy,Roma,Serie A,2023-2024,Forwards,30,4630000,-0.2820619396938504,-0.2438883729703178,0.0381735667235325
Benjamin Šeško,RB Leipzig,Bundesliga,2023-2024,Forwards,20,3500000,0.5120172377660985,-0.0766930612360798,-0.5887102990021784
Benjamin Šeško,RB Leipzig,Bundesliga,2024-2025,Forwards,21,5660000,0.6654033602382583,0.0766930612360798,-0.5887102990021784
Stefan Schimmer,Heidenheim,Bundesliga,2023-2024,Forwards,29,300000,-0.2649996858689487,0.2106011718505592,0.4756008577195079
Stefan Schimmer,Heidenheim,Bundesliga,2024-2025,Forwards,30,300000,-0.686202029570067,-0.2106011718505591,0.4756008577195079
Patrik Schick,Leverkusen,Bundesliga,2022-2023,Forwards,26,6000000,0.790530481983506,0.2675189550356786,-0.5230115269478274
Patrik Schick,Leverkusen,Bundesliga,2023-2024,Forwards,27,6000000,0.576520901139542,0.0535093741917146,-0.5230115269478274
Patrik Schick,Leverkusen,Bundesliga,2024-2025,Forwards,28,6000000,0.201983197720434,-0.3210283292273934,-0.5230115269478274
Kevin Schade,Brentford,Premier League,2023-2024,Forwards,21,615517,-0.1848153056637578,0.3959175874898335,0.5807328931535913
Gianluca Scamacca,West Ham United,Premier League,2022-2023,Forwards,23,5439897,0.6809499634284712,0.0204308758231697,-0.6605190876053015
Gianluca Scamacca,Atalanta,Serie A,2023-2024,Forwards,24,5930000,0.6400882117821318,-0.0204308758231697,-0.6605190876053015
Martin Satriano,Empoli,Serie A,2022-2023,Forwards,21,650000,-0.073914446366901,-0.1806906896638391,-0.1067762432969381
Martin Satriano,Brest,Ligue 1,2023-2024,Forwards,22,640000,0.2874669329607773,0.1806906896638391,-0.1067762432969381
Alexis Sánchez,Marseille,Ligue 1,2022-2023,Forwards,33,5770000,0.0249267360401095,-0.0944687488134808,-0.1193954848535903
Alexis Sánchez,Inter,Serie A,2023-2024,Forwards,34,4630000,-0.4811148766176032,-0.6005103614711935,-0.1193954848535903
Alexis Sánchez,Udinese,Serie A,2024-2025,Forwards,35,2780000,0.8143745951382648,0.6949791102846745,-0.1193954848535903
Antonio Sanabria,Torino,Serie A,2022-2023,Forwards,26,2960000,0.0500708240425176,-0.0948037174060356,-0.1448745414485532
Antonio Sanabria,Torino,Serie A,2023-2024,Forwards,27,2960000,0.1162107487191015,-0.0286637927294517,-0.1448745414485532
Antonio Sanabria,Torino,Serie A,2024-2025,Forwards,28,2960000,0.2683420515840407,0.1234675101354874,-0.1448745414485532
Mama Samba Baldé,Troyes,Ligue 1,2022-2023,Forwards,26,760000,-0.9562055230834954,0.1084785209069645,1.06468404399046
Mama Samba Baldé,Lyon,Ligue 1,2023-2024,Forwards,27,760000,-1.1731625648974244,-0.1084785209069645,1.06468404399046
Amine Salama,Angers,Ligue 1,2022-2023,Forwards,22,240000,-0.9604760748019778,-0.3063414021788748,0.654134672623103
Amine Salama,Reims,Ligue 1,2023-2024,Forwards,23,410000,-0.3477932704442281,0.3063414021788749,0.654134672623103
Mohamed Salah,Liverpool,Premier League,2022-2023,Forwards,30,21155156,-0.0254560828969374,-0.0680711189828807,-0.0426150360859433
Mohamed Salah,Liverpool,Premier League,2023-2024,Forwards,31,21543091,-0.0239109703340503,-0.0665260064199936,-0.0426150360859433
Bukayo Saka,Arsenal,Premier League,2022-2023,Forwards,20,11786444,0.6754330841461531,0.2584565283898108,-0.4169765557563423
Bukayo Saka,Arsenal,Premier League,2023-2024,Forwards,21,12002579,0.2349043666195207,-0.1820721891368216,-0.4169765557563423
Bukayo Saka,Arsenal,Premier League,2024-2025,Forwards,22,12013336,0.340592216503353,-0.0763843392529893,-0.4169765557563423
Wesley Saïd,Lens,Ligue 1,2022-2023,Forwards,27,430000,-0.5171467260674536,0.4000512813058871,0.9171980073733408
Wesley Saïd,Lens,Ligue 1,2023-2024,Forwards,28,540000,-1.3600230324943308,-0.4428250251209901,0.9171980073733408
Wesley Saïd,Lens,Ligue 1,2024-2025,Forwards,29,540000,-0.8744242635582378,0.0427737438151029,0.9171980073733408
Luka Romero,Lazio,Serie A,2022-2023,Forwards,17,510000,-0.2862205845729217,-1.242767346354903,-0.9565467617819812
Rodrygo,Real Madrid,La Liga,2022-2023,Forwards,21,8330000,0.6976621428583805,0.2164969177624562,-0.4811652250959242
Rodrygo,Real Madrid,La Liga,2023-2024,Forwards,22,12500000,0.8636256974659435,0.3824604723700193,-0.4811652250959242
Richarlison,Tottenham Hotspur,Premier League,2023-2024,Forwards,26,5539652,-0.5350921785353169,-0.3110555039454509,0.2240366745898659
Richarlison,Tottenham Hotspur,Premier League,2024-2025,Forwards,27,5544616,-0.181439480999229,0.0425971935906369,0.2240366745898659
Nelson Weiper,Mainz 05,Bundesliga,2024-2025,Forwards,19,360000,-0.4335135852647092,-0.6928784591664818,-0.2593648739017726
Wout Weghorst,Manchester Utd,Premier League,2022-2023,Forwards,29,2115516,-1.7972663886553324,-0.7909650735229814,1.006301315132351
Wout Weghorst,Hoffenheim,Bundesliga,2023-2024,Forwards,30,2120000,-0.2153362416093696,0.7909650735229814,1.006301315132351
Ollie Watkins,Aston Villa,Premier League,2023-2024,Forwards,27,8001719,-0.565176806382027,-0.001608674296226,0.563568132085801
Ollie Watkins,Aston Villa,Premier League,2024-2025,Forwards,28,8008890,-0.561959457789575,0.001608674296226,0.563568132085801
Luca Waldschmidt,Wolfsburg,Bundesliga,2022-2023,Forwards,26,2000000,0.4775437104359259,-0.4308784126028708,-0.9084221230387968
Dušan Vlahović,Juventus,Serie A,2022-2023,Forwards,22,12960000,0.8849983026483113,0.0351846843061457,-0.8498136183421655
Dušan Vlahović,Juventus,Serie A,2023-2024,Forwards,23,12960000,0.4293645121535689,-0.4204491061885966,-0.8498136183421655
Dušan Vlahović,Juventus,Serie A,2024-2025,Forwards,24,22220000,1.2350780402246162,0.3852644218824507,-0.8498136183421655
Vitinha,Marseille,Ligue 1,2022-2023,Forwards,22,5450000,1.0492215737917832,0.6099617367205482,-0.4392598370712349
Vitinha,Genoa,Serie A,2024-2025,Forwards,24,5450000,1.397647163494934,0.958387326423699,-0.4392598370712349
Carlos Vinícius,Fulham,Premier League,2022-2023,Forwards,27,2417732,-0.0557297190480969,0.0951466178398039,0.1508763368879008
Carlos Vinícius,Fulham,Premier League,2023-2024,Forwards,28,2462068,-0.2460229547277048,-0.0951466178398039,0.1508763368879008
Asier Villalibre,Athletic Club,La Liga,2022-2023,Forwards,24,1770000,0.1504233577399283,0.1010165458972439,-0.0494068118426843
Asier Villalibre,Athletic Club,La Liga,2023-2024,Forwards,25,1770000,-0.2460292669056514,-0.2954360787483357,-0.0494068118426843
Asier Villalibre,Alavés,La Liga,2024-2025,Forwards,26,720000,0.243826344693776,0.1944195328510917,-0.0494068118426843
Simone Verdi,Como,Serie A,2024-2025,Forwards,32,1480000,-0.0757477759483933,-0.5841551339236011,-0.5084073579752078
Jamie Vardy,Leicester City,Premier League,2022-2023,Forwards,35,8462062,0.4042307653930397,-0.0523426914471913,-0.4565734568402311
Jamie Vardy,Leicester City,Premier League,2024-2025,Forwards,37,8624959,0.5089161482874225,0.0523426914471913,-0.4565734568402311
Deniz Undav,Stuttgart,Bundesliga,2023-2024,Forwards,27,1200000,-0.5873165901407358,-0.2238962673917453,0.3634203227489904
Deniz Undav,Stuttgart,Bundesliga,2024-2025,Forwards,28,3780000,0.3976178057214294,0.7610381284704199,0.3634203227489904
Enes Ünal,Getafe,La Liga,2022-2023,Forwards,25,860000,-1.057487498116748,-0.044428030451038,1.01305946766571
Enes Ünal,Bournemouth,Premier League,2024-2025,Forwards,27,924103,-0.9686314372146718,0.044428030451038,1.01305946766571
Leandro Trossard,Arsenal,Premier League,2023-2024,Forwards,28,5539652,-0.9458216630069832,0.0492043183638378,0.9950259813708212
Leandro Trossard,Arsenal,Premier League,2024-2025,Forwards,29,5544616,-1.044230299734659,-0.0492043183638379,0.9950259813708212
Son Heung-min,Tottenham Hotspur,Premier League,2023-2024,Forwards,31,11694821,-0.3043315289478592,-0.2318397391892759,0.0724917897585832
Son Heung-min,Tottenham Hotspur,Premier League,2024-2025,Forwards,32,11705301,0.0642070266125856,0.1366988163711688,0.0724917897585832
Thomas Henry,Hellas Verona,Serie A,2022-2023,Forwards,27,1030000,0.3332598594841318,0.2154737202780267,-0.117786139206105
Thomas Henry,Hellas Verona,Serie A,2023-2024,Forwards,28,1030000,-0.0976875810719217,-0.2154737202780267,-0.117786139206105
Hwang Hee-chan,Wolves,Premier League,2022-2023,Forwards,26,1813299,0.1822783922938722,-0.1781444938771166,-0.3604228861709888
Hwang Hee-chan,Wolves,Premier League,2023-2024,Forwards,27,4308618,0.5989143563624406,0.2384914701914517,-0.3604228861709888
Kai Havertz,Chelsea,Premier League,2022-2023,Forwards,23,15110826,0.3935629631700408,-0.1389307063061947,-0.5324936694762356
Kai Havertz,Arsenal,Premier League,2024-2025,Forwards,25,17249918,0.4855227505331889,-0.0469709189430466,-0.5324936694762356
Sébastien Haller,Dortmund,Bundesliga,2022-2023,Forwards,28,11000000,1.0545144004165934,0.0213862544191449,-1.0331281459974484
Sébastien Haller,Dortmund,Bundesliga,2023-2024,Forwards,29,11000000,1.0117418915783034,-0.0213862544191449,-1.0331281459974484
Robin Hack,Gladbach,Bundesliga,2023-2024,Forwards,24,600000,-1.187001591666169,-0.1620851071990339,1.024916484467135
Erling Haaland,Manchester City,Premier League,2022-2023,Forwards,22,22666238,0.3663586108773948,0.151168390592769,-0.2151902202846257
Erling Haaland,Manchester City,Premier League,2023-2024,Forwards,23,23081883,0.198291101603349,-0.0168991186812767,-0.2151902202846257
Erling Haaland,Manchester City,Premier League,2024-2025,Forwards,24,23102568,0.0809209483731336,-0.1342692719114921,-0.2151902202846257
Christian Gytkjær,Monza,Serie A,2022-2023,Forwards,32,1120000,-0.9439263503539176,-0.5857018066340788,0.3582245437198388
Christian Gytkjær,Venezia,Serie A,2024-2025,Forwards,34,1280000,0.22747726291424,0.5857018066340788,0.3582245437198388
Emmanuel Gyasi,Spezia,Serie A,2022-2023,Forwards,28,1300000,0.0053555672943517,0.1890466275544439,0.1836910602600922
Gorka Guruzeta,Athletic Club,La Liga,2022-2023,Forwards,25,250000,-2.4542072516998736,-0.5030708491696814,1.9511364025301925
Gorka Guruzeta,Athletic Club,La Liga,2023-2024,Forwards,26,250000,-2.656055905757899,-0.7049195032277069,1.9511364025301925
Gorka Guruzeta,Athletic Club,La Liga,2024-2025,Forwards,27,2080000,-0.743146050132804,1.2079903523973885,1.9511364025301925
Serhou Guirassy,Stuttgart,Bundesliga,2023-2024,Forwards,27,2160000,0.0328055126350079,-0.0201045987158856,-0.0529101113508935
Serhou Guirassy,Dortmund,Bundesliga,2024-2025,Forwards,28,9430000,0.0730147100667792,0.0201045987158856,-0.0529101113508935
Morgan Guilavogui,Lens,Ligue 1,2023-2024,Forwards,25,850000,-0.1889620154943081,-0.3920219927952875,-0.2030599773009793
Morgan Guilavogui,St Pauli,Bundesliga,2024-2025,Forwards,26,850000,0.5950819700962668,0.3920219927952875,-0.2030599773009793
Evann Guessand,Nice,Ligue 1,2023-2024,Forwards,22,300000,-1.1040903140904952,-0.579221403215584,0.5248689108749112
Gonçalo Guedes,Wolves,Premier League,2022-2023,Forwards,25,5439897,1.1082712788177354,0.3747188368170127,-0.7335524420007227
Albert Guðmundsson,Genoa,Serie A,2023-2024,Forwards,26,1540000,-0.2640313036093964,-0.1503829176601758,0.1136483859492205
Albert Guðmundsson,Fiorentina,Serie A,2024-2025,Forwards,27,2820000,0.0367345317109553,0.1503829176601758,0.1136483859492205
Antoine Griezmann,Atlético Madrid,La Liga,2022-2023,Forwards,31,12500000,0.4155418295820592,-0.0925607502303732,-0.5081025798124325
Antoine Griezmann,Atlético Madrid,La Liga,2023-2024,Forwards,32,12500000,0.5125486744774168,0.0044460946649843,-0.5081025798124325
Antoine Griezmann,Atlético Madrid,La Liga,2024-2025,Forwards,33,12500000,0.5962172353778215,0.088114655565389,-0.5081025798124325
Michael Gregoritsch,Freiburg,Bundesliga,2022-2023,Forwards,28,1140000,0.3492998919995731,0.0235648699316482,-0.3257350220679249
Michael Gregoritsch,Freiburg,Bundesliga,2023-2024,Forwards,29,1140000,0.2098843667625871,-0.1158506553053377,-0.3257350220679249
Michael Gregoritsch,Freiburg,Bundesliga,2024-2025,Forwards,30,1140000,0.4180208074416143,0.0922857853736894,-0.3257350220679249
Jack Grealish,Manchester City,Premier League,2022-2023,Forwards,26,18132991,0.4876157287867109,-0.0546581818104563,-0.5422739105971672
Anthony Gordon,Newcastle United,Premier League,2023-2024,Forwards,22,3693101,-0.2419830472632185,-0.3578123107772963,-0.1158292635140778
Anthony Gordon,Newcastle United,Premier League,2024-2025,Forwards,23,9241027,0.4736415742913742,0.3578123107772963,-0.1158292635140778
Nicolás González,Fiorentina,Serie A,2022-2023,Forwards,24,3210000,0.2951638570205031,-0.1856655784795286,-0.4808294355000317
Olivier Giroud,Milan,Serie A,2022-2023,Forwards,35,4490000,-0.54387346547988,-0.0239945359979145,0.5198789294819655
Olivier Giroud,Milan,Serie A,2023-2024,Forwards,36,4490000,-0.4958843934840509,0.0239945359979145,0.5198789294819655
Saman Ghoddos,Brentford,Premier League,2022-2023,Forwards,28,906650,0.0267655185055293,0.5938106577409782,0.5670451392354489
Rubén García,Osasuna,La Liga,2023-2024,Forwards,30,1150000,0.3176122237318424,-0.08150665343516,-0.3991188771670024
Rubén García,Osasuna,La Liga,2024-2025,Forwards,31,1350000,0.3169494852120564,-0.0821693919549459,-0.3991188771670024
Raúl García,Athletic Club,La Liga,2023-2024,Forwards,37,2080000,-0.0845887463112671,-0.4885660555911633,-0.4039773092798961
Kévin Gameiro,Strasbourg,Ligue 1,2022-2023,Forwards,35,1440000,0.252918273130815,-0.0021344689995554,-0.2550527421303705
Kévin Gameiro,Strasbourg,Ligue 1,2023-2024,Forwards,36,1400000,0.257187211129926,0.0021344689995554,-0.2550527421303705
Cody Gakpo,Liverpool,Premier League,2022-2023,Forwards,23,7253196,0.1670176330612705,0.1444942860045449,-0.0225233470567255
Cody Gakpo,Liverpool,Premier League,2023-2024,Forwards,24,7386203,-0.0639536167605676,-0.0864769638172931,-0.0225233470567255
Niclas Füllkrug,Werder Bremen,Bundesliga,2022-2023,Forwards,29,2300000,0.2376596588095427,0.1401286094949875,-0.0975310493145551
Niclas Füllkrug,West Ham United,Premier League,2024-2025,Forwards,31,5544616,-0.0425975601804324,-0.1401286094949875,-0.0975310493145551
Ryan Fraser,Newcastle United,Premier League,2022-2023,Forwards,28,2538619,-0.4468824258749055,-0.2515210162464439,0.1953614096284616
Phil Foden,Manchester City,Premier League,2022-2023,Forwards,22,13599743,0.5451814085567985,0.0874079911698384,-0.4577734173869601
Carlos Fernández,Real Sociedad,La Liga,2022-2023,Forwards,26,1000000,-0.4900415524433352,0.0578219378428422,0.5478634902861774
Carlos Fernández,Real Sociedad,La Liga,2023-2024,Forwards,27,1000000,-0.6056854281290196,-0.0578219378428421,0.5478634902861774
Evan Ferguson,Brighton,Premier League,2022-2023,Forwards,17,1208866,1.0255477340945625,0.1186805442555893,-0.9068671898389732
Evan Ferguson,Brighton,Premier League,2023-2024,Forwards,18,1846551,0.7881866455833837,-0.1186805442555893,-0.9068671898389732
Ansu Fati,Barcelona,La Liga,2022-2023,Forwards,19,13950000,1.932730798717973,0.3865476358433852,-1.5461831628745877
Radamel Falcao,Rayo Vallecano,La Liga,2022-2023,Forwards,36,1200000,0.8242166978138687,0.0410096458569997,-0.783207051956869
Radamel Falcao,Rayo Vallecano,La Liga,2023-2024,Forwards,37,1200000,0.7421974060998693,-0.0410096458569997,-0.783207051956869
Abde Ezzalzouli,Osasuna,La Liga,2022-2023,Forwards,20,180000,-0.6519664798971192,-0.0373710373121971,0.614595442584922
Youssef En-Nesyri,Sevilla,La Liga,2022-2023,Forwards,25,3000000,-0.1847677686250755,0.1139768981463982,0.2987446667714737
Youssef En-Nesyri,Sevilla,La Liga,2023-2024,Forwards,26,3000000,-0.4127215649178719,-0.1139768981463981,0.2987446667714737
Emanuel Emegha,Strasbourg,Ligue 1,2023-2024,Forwards,20,750000,0.3069103288179953,0.1795492626277486,-0.1273610661902467
Emanuel Emegha,Strasbourg,Ligue 1,2024-2025,Forwards,21,750000,-0.0521881964375019,-0.1795492626277486,-0.1273610661902467
Breel Embolo,Monaco,Ligue 1,2022-2023,Forwards,25,4020000,0.4860328637741897,0.0796543053793025,-0.4063785583948872
Breel Embolo,Monaco,Ligue 1,2023-2024,Forwards,26,4020000,0.558602856029804,0.1522242976349168,-0.4063785583948872
Breel Embolo,Monaco,Ligue 1,2024-2025,Forwards,27,4020000,0.1744999553806678,-0.2318786030142194,-0.4063785583948872
Caleb Ekuban,Genoa,Serie A,2023-2024,Forwards,29,1280000,-0.2779067971157332,0.3594537793945189,0.6373605765102521
Caleb Ekuban,Genoa,Serie A,2024-2025,Forwards,30,770000,-0.9968143559047712,-0.359453779394519,0.6373605765102521
Hugo Ekitike,Paris Saint-Germain,Ligue 1,2022-2023,Forwards,20,4800000,0.9783531454731555,0.2815012380770145,-0.696851907396141
Hugo Ekitike,Eintracht Frankfurt,Bundesliga,2024-2025,Forwards,22,3500000,0.4153506693191264,-0.2815012380770146,-0.696851907396141
Chidera Ejuke,Hertha BSC,Bundesliga,2022-2023,Forwards,24,1620000,0.669643637087928,0.5128560104687292,-0.1567876266191987
Odsonne Édouard,Crystal Palace,Premier League,2022-2023,Forwards,24,5439897,0.6613676238316017,0.1125901664238417,-0.54877745740776
Odsonne Édouard,Crystal Palace,Premier League,2023-2024,Forwards,25,5539652,0.4361872909839182,-0.1125901664238417,-0.54877745740776
Paulo Dybala,Roma,Serie A,2023-2024,Forwards,29,7040000,-0.0358231520467953,-0.1726749601884058,-0.1368518081416105
Paulo Dybala,Roma,Serie A,2024-2025,Forwards,30,7040000,0.1673536981848276,0.030501890043217,-0.1368518081416105
Hugo Duro,Valencia,La Liga,2022-2023,Forwards,22,2890000,0.774366975339607,0.0446583829236258,-0.7297085924159811
Hugo Duro,Valencia,La Liga,2023-2024,Forwards,23,2890000,0.5116649671331004,-0.2180436252828806,-0.7297085924159811
Hugo Duro,Valencia,La Liga,2024-2025,Forwards,24,4170000,0.9030938347752356,0.1733852423592545,-0.7297085924159811
Jáder Durán,Aston Villa,Premier League,2023-2024,Forwards,19,1846551,-0.4088337513538089,-0.1894929219967451,0.2193408293570637
Jáder Durán,Aston Villa,Premier League,2024-2025,Forwards,20,4620514,-0.0298479073603186,0.1894929219967451,0.2193408293570637
Marvin Ducksch,Werder Bremen,Bundesliga,2022-2023,Forwards,28,2470000,0.1860712651633189,0.0901149227225511,-0.0959563424407677
Marvin Ducksch,Werder Bremen,Bundesliga,2023-2024,Forwards,29,2260000,-0.2077113172530964,-0.3036676596938641,-0.0959563424407677
Marvin Ducksch,Werder Bremen,Bundesliga,2024-2025,Forwards,30,2260000,0.3095090794120807,0.213552736971313,-0.0959563424407677
Artem Dovbyk,Girona,La Liga,2023-2024,Forwards,26,2500000,-0.1401151083901215,0.0468816498740744,0.1869967582641959
