Team,Player,Nation,Pos,Age,Weekly Wages,Annual Wages,Notes
RB Leipzig,Konrad Laimer,AUT,MF,25.0,"€ 48,077 (£ 41,361, $52,570)","€ 2,500,000 (£ 2,150,776, $2,733,652)",Unverified estimation
Stuttgart,Konstantinos Mavropanos,GRE,DF,24.0,"€ 14,615 (£ 12,574, $15,981)","€ 760,000 (£ 653,836, $831,030)",Unverified estimation
Hellas Verona,Koray Günter,GER,DF,27.0,"€ 21,346 (£ 18,364, $23,341)","€ 1,110,000 (£ 954,944, $1,213,741)",
Bochum,Kostas Stafylidis,GRE,"DF,MF",28.0,"€ 14,231 (£ 12,243, $15,561)","€ 740,000 (£ 636,630, $809,161)",Unverified estimation
Liverpool,Kostas Tsimikas,GRE,DF,26.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",
Ajaccio,Kouamé Botué,BFA,FW,19.0,"€ 1,923 (£ 1,654, $2,103)","€ 100,000 (£ 86,031, $109,346)",Unverified estimation
Köln,Kristian Pedersen,DEN,DF,27.0,"€ 16,154 (£ 13,897, $17,664)","€ 840,000 (£ 722,661, $918,507)",Unverified estimation
Sassuolo,Kristian Thorstvedt,NOR,MF,23.0,"€ 14,808 (£ 12,739, $16,192)","€ 770,000 (£ 662,439, $841,965)",Unverified estimation
Lecce,Kristijan Bistrović,CRO,MF,24.0,"€ 17,308 (£ 14,890, $18,925)","€ 900,000 (£ 774,279, $984,115)",Unverified estimation
Eintracht Frankfurt,Kristijan Jakić,CRO,"DF,MF",25.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
Inter,Kristjan Asllani,ALB,MF,20.0,"€ 29,615 (£ 25,478, $32,383)","€ 1,540,000 (£ 1,324,878, $1,683,929)",
Brentford,Kristoffer Ajer,NOR,DF,24.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",Unverified estimation
Lecce,Kristoffer Askildsen,NOR,MF,21.0,"€ 2,500 (£ 2,151, $2,734)","€ 130,000 (£ 111,840, $142,150)",
Leeds United,Kristoffer Klaesson,NOR,GK,21.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",Unverified estimation
Salernitana,Krzysztof Piątek,POL,FW,27.0,"€ 74,038 (£ 63,696, $80,958)","€ 3,850,000 (£ 3,312,195, $4,209,823)",
Monaco,Krépin Diatta,SEN,MF,23.0,"€ 57,692 (£ 49,633, $63,084)","€ 3,000,000 (£ 2,580,931, $3,280,382)",
West Ham United,Kurt Zouma,FRA,DF,27.0,"£ 125,000 (€ 145,296, $158,876)","£ 6,500,000 (€ 7,555,413, $8,261,547)",
Manchester City,Kyle Walker,ENG,DF,32.0,"£ 160,000 (€ 185,979, $203,361)","£ 8,320,000 (€ 9,670,928, $10,574,780)",
Southampton,Kyle Walker-Peters,ENG,"DF,MF",25.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",
Paris Saint-Germain,Kylian Mbappé,FRA,FW,23.0,"€ 1,384,615 (£ 1,191,199, $1,514,022)","€ 72,000,000 (£ 61,942,345, $78,729,163)",
Auxerre,Kylian Silvestre,FRA,MF,19.0,"€ 769 (£ 662, $841)","€ 40,000 (£ 34,412, $43,738)",Unverified estimation
Auxerre,Kévin Danois,FRA,MF,18.0,"€ 769 (£ 662, $841)","€ 40,000 (£ 34,412, $43,738)",Unverified estimation
Strasbourg,Kévin Gameiro,FRA,FW,35.0,"€ 27,692 (£ 23,824, $30,280)","€ 1,440,000 (£ 1,238,847, $1,574,583)",
Toulouse,Kévin Keben,,CB,18.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Mallorca,Lago Junior,CIV,"FW,MF",31.0,"€ 8,654 (£ 7,445, $9,463)","€ 450,000 (£ 387,140, $492,057)",Unverified estimation
Lecce,Lameck Banda,ZAM,"FW,MF",21.0,"€ 12,308 (£ 10,588, $13,458)","€ 640,000 (£ 550,599, $699,815)",
Almería,Largie Ramazani,BEL,"FW,MF",21.0,"€ 2,981 (£ 2,564, $3,259)","€ 155,000 (£ 133,348, $169,486)",Unverified estimation
Gladbach,Lars Stindl,GER,MF,33.0,"€ 55,769 (£ 47,979, $60,981)","€ 2,900,000 (£ 2,494,900, $3,171,036)",Unverified estimation
Salernitana,Lassana Coulibaly,MLI,MF,26.0,"€ 9,808 (£ 8,438, $10,724)","€ 510,000 (£ 438,758, $557,665)",
Mainz 05,Lasse Rieß,GER,GK,21.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Auxerre,Lassine Sinayoko,MLI,"MF,FW",22.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Lorient,Laurent Abergel,FRA,MF,29.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Stuttgart,Laurin Ulrich,,AM,18.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Inter,Lautaro Martínez,ARG,FW,24.0,"€ 213,654 (£ 183,809, $233,622)","€ 11,110,000 (£ 9,558,048, $12,148,347)",
Fulham,Layvin Kurzawa,FRA,DF,29.0,"£ 90,000 (€ 104,613, $114,391)","£ 4,680,000 (€ 5,439,897, $5,948,314)",
Udinese,Lazar Samardzic,SRB,"MF,FW",20.0,"€ 9,808 (£ 8,438, $10,724)","€ 510,000 (£ 438,758, $557,665)",
Mainz 05,Leandro Barreiro Martins,LUX,MF,22.0,"€ 2,500 (£ 2,151, $2,734)","€ 130,000 (£ 111,840, $142,150)",Unverified estimation
Espanyol,Leandro Cabrera,URU,DF,31.0,"€ 16,154 (£ 13,897, $17,664)","€ 840,000 (£ 722,661, $918,507)",Unverified estimation
Juventus,Leandro Paredes,ARG,MF,28.0,"€ 172,500 (£ 148,404, $188,622)","€ 8,970,000 (£ 7,716,984, $9,808,342)",
Spezia,Leandro Sanca,GNB,FW,22.0,"€ 5,000 (£ 4,302, $5,467)","€ 260,000 (£ 223,681, $284,300)",Unverified estimation
Arsenal,Leandro Trossard,BEL,FW,27.0,"£ 90,000 (€ 104,613, $114,391)","£ 4,680,000 (€ 5,439,897, $5,948,314)",
Strasbourg,Lebo Mothiba,RSA,FW,26.0,"€ 16,154 (£ 13,897, $17,664)","€ 840,000 (£ 722,661, $918,507)",
Werder Bremen,Lee Buchanan,ENG,MF,21.0,"€ 5,192 (£ 4,467, $5,678)","€ 270,000 (£ 232,284, $295,234)",Unverified estimation
Hertha BSC,Lee Dongjun,KOR,RW,25.0,"€ 13,654 (£ 11,747, $14,930)","€ 710,000 (£ 610,820, $776,357)",Unverified estimation
Mainz 05,Lee Jae-sung,KOR,MF,29.0,"€ 16,923 (£ 14,559, $18,505)","€ 880,000 (£ 757,073, $962,245)",Unverified estimation
Mallorca,Lee Kang-in,KOR,"MF,FW",21.0,"€ 4,808 (£ 4,136, $5,257)","€ 250,000 (£ 215,078, $273,365)",Unverified estimation
Union Berlin,Lennart Grill,GER,GK,23.0,"€ 17,308 (£ 14,890, $18,925)","€ 900,000 (£ 774,279, $984,115)",Unverified estimation
Lille,Leny Yoro,FRA,"DF,MF",16.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Leeds United,Leo Fuhr Hjelde,NOR,DF,18.0,"£ 2,000 (€ 2,325, $2,542)","£ 104,000 (€ 120,887, $132,185)",Unverified estimation
Schalke 04,Leo Greiml,AUT,DF,21.0,"€ 15,000 (£ 12,905, $16,402)","€ 780,000 (£ 671,042, $852,899)",Unverified estimation
Mallorca,Leo Román,ESP,GK,22.0,"€ 5,192 (£ 4,467, $5,678)","€ 270,000 (£ 232,284, $295,234)",Unverified estimation
Napoli,Leo Skiri Østigård,NOR,DF,22.0,"€ 29,615 (£ 25,478, $32,383)","€ 1,540,000 (£ 1,324,878, $1,683,929)",
Bayern Munich,Leon Goretzka,GER,MF,27.0,"€ 346,154 (£ 297,800, $378,506)","€ 18,000,000 (£ 15,485,586, $19,682,291)",
Marseille,Leonardo Balerdi,ARG,DF,23.0,"€ 19,038 (£ 16,379, $20,818)","€ 990,000 (£ 851,707, $1,082,526)",Unverified estimation
Werder Bremen,Leonardo Bittencourt,GER,MF,28.0,"€ 30,769 (£ 26,471, $33,645)","€ 1,600,000 (£ 1,376,497, $1,749,537)",Unverified estimation
Juventus,Leonardo Bonucci,ITA,DF,35.0,"€ 231,538 (£ 199,195, $253,178)","€ 12,040,000 (£ 10,358,137, $13,165,266)",
Udinese,Leonardo Buta,POR,DF,20.0,"€ 6,154 (£ 5,294, $6,729)","€ 320,000 (£ 275,299, $349,907)",Unverified estimation
Salernitana,Leonardo Capezzi,ITA,MF,27.0,"€ 21,346 (£ 18,364, $23,341)","€ 1,110,000 (£ 954,944, $1,213,741)",
Cremonese,Leonardo Sernicola,ITA,"MF,DF",25.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",
Roma,Leonardo Spinazzola,ITA,MF,29.0,"€ 106,923 (£ 91,987, $116,916)","€ 5,560,000 (£ 4,783,326, $6,079,641)",
Bayern Munich,Leroy Sané,GER,MF,26.0,"€ 384,615 (£ 330,889, $420,562)","€ 20,000,000 (£ 17,206,207, $21,869,212)",
Rennes,Lesley Ugochukwu,FRA,MF,18.0,"€ 769 (£ 662, $841)","€ 40,000 (£ 34,412, $43,738)",Unverified estimation
Brighton,Levi Colwill,ENG,DF,19.0,"£ 5,000 (€ 5,812, $6,355)","£ 260,000 (€ 302,217, $330,462)",Unverified estimation
Troyes,Levi Lumeka,ENG,LW,24.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Union Berlin,Levin Öztunalı,GER,"FW,MF",26.0,"€ 16,538 (£ 14,228, $18,084)","€ 860,000 (£ 739,867, $940,376)",Unverified estimation
Bournemouth,Lewis Cook,ENG,MF,25.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",
Brighton,Lewis Dunk,ENG,DF,30.0,"£ 75,000 (€ 87,178, $95,326)","£ 3,900,000 (€ 4,533,248, $4,956,928)",Unverified estimation
Bologna,Lewis Ferguson,SCO,MF,22.0,"€ 9,808 (£ 8,438, $10,724)","€ 510,000 (£ 438,758, $557,665)",
Chelsea,Lewis Hall,ENG,"DF,MF",17.0,"£ 7,000 (€ 8,137, $8,897)","£ 364,000 (€ 423,103, $462,647)",Unverified estimation
Nottingham Forest,Lewis O'Brien,ENG,MF,23.0,"£ 15,000 (€ 17,436, $19,065)","£ 780,000 (€ 906,650, $991,386)",Unverified estimation
Leeds United,Liam Cooper,SCO,DF,30.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",
Empoli,Liam Henderson,SCO,MF,26.0,"€ 28,462 (£ 24,486, $31,122)","€ 1,480,000 (£ 1,273,259, $1,618,322)",
Empoli,Liberato Cacace,NZL,DF,21.0,"€ 5,577 (£ 4,798, $6,098)","€ 290,000 (£ 249,490, $317,104)",Unverified estimation
Brest,Lilian Brassier,FRA,DF,22.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Stuttgart,Lilian Egloff,GER,"MF,FW",19.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Köln,Linton Maina,GER,"MF,FW",23.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Hertha BSC,Linus Gechter,GER,DF,18.0,"€ 385 (£ 331, $421)","€ 20,000 (£ 17,206, $21,869)",Unverified estimation
Paris Saint-Germain,Lionel Messi,ARG,"FW,MF",35.0,"€ 1,223,846 (£ 1,052,888, $1,338,228)","€ 63,640,000 (£ 54,750,151, $69,587,833)",
Manchester Utd,Lisandro Martínez,ARG,DF,24.0,"£ 120,000 (€ 139,485, $152,521)","£ 6,240,000 (€ 7,253,196, $7,931,085)",
Bournemouth,Lloyd Kelly,ENG,DF,23.0,"£ 30,000 (€ 34,871, $38,130)","£ 1,560,000 (€ 1,813,299, $1,982,771)",
Toulouse,Logan Costa,CPV,DF,21.0,"€ 5,577 (£ 4,798, $6,098)","€ 290,000 (£ 249,490, $317,104)",Unverified estimation
Nantes,Lohann Doucet,FRA,MF,19.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Angers,Lois Diony,FRA,FW,29.0,"€ 20,769 (£ 17,868, $22,710)","€ 1,080,000 (£ 929,135, $1,180,937)",Unverified estimation
Real Betis,Loren Morón,ESP,FW,28.0,"€ 15,577 (£ 13,401, $17,033)","€ 810,000 (£ 696,851, $885,703)",Unverified estimation
Rennes,Lorenz Assignon,TOG,DF,22.0,"€ 4,808 (£ 4,136, $5,257)","€ 250,000 (£ 215,078, $273,365)",Unverified estimation
Lecce,Lorenzo Colombo,ITA,FW,20.0,"€ 10,769 (£ 9,265, $11,776)","€ 560,000 (£ 481,774, $612,338)",
Bologna,Lorenzo De Silvestri,ITA,"DF,MF",34.0,"€ 32,115 (£ 27,629, $35,117)","€ 1,670,000 (£ 1,436,718, $1,826,079)",
Sampdoria,Lorenzo Malagrida,ITA,MF,18.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",Unverified estimation
Hellas Verona,Lorenzo Montipò,ITA,GK,26.0,"€ 9,615 (£ 8,272, $10,514)","€ 500,000 (£ 430,155, $546,730)",
Roma,Lorenzo Pellegrini,ITA,MF,26.0,"€ 124,615 (£ 107,208, $136,262)","€ 6,480,000 (£ 5,574,811, $7,085,625)",
Salernitana,Lorenzo Pirola,ITA,DF,20.0,"€ 10,769 (£ 9,265, $11,776)","€ 560,000 (£ 481,774, $612,338)",Unverified estimation
Empoli,Lorenzo Tonelli,ITA,DF,32.0,"€ 35,577 (£ 30,607, $38,902)","€ 1,850,000 (£ 1,591,574, $2,022,902)",
Fiorentina,Lorenzo Venuti,ITA,DF,27.0,"€ 14,231 (£ 12,243, $15,561)","€ 740,000 (£ 636,630, $809,161)",
Newcastle United,Loris Karius,GER,GK,29.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",
Wolves,Louie Moulden,ENG,,21.0,"£ 5,000 (€ 5,812, $6,355)","£ 260,000 (€ 302,217, $330,462)",Unverified estimation
Werder Bremen,Louis Lord,GER,GK,19.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Rennes,Lovro Majer,CRO,MF,24.0,"€ 30,000 (£ 25,809, $32,804)","€ 1,560,000 (£ 1,342,084, $1,705,799)",Unverified estimation
Empoli,Lovro Štubljar,SVN,GK,17.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Nantes,Loïc Affamah,FRA,FW,20.0,"€ 769 (£ 662, $841)","€ 40,000 (£ 34,412, $43,738)",Unverified estimation
Nottingham Forest,Loïc Bade,FRA,DF,22.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",Unverified estimation
Nottingham Forest,Loïc Mbe Soh,FRA,DF,21.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",Unverified estimation
Lens,Loïs Openda,BEL,FW,22.0,"€ 16,154 (£ 13,897, $17,664)","€ 840,000 (£ 722,661, $918,507)",Unverified estimation
Monza,Luca Caldirola,ITA,DF,31.0,"€ 24,231 (£ 20,846, $26,495)","€ 1,260,000 (£ 1,083,991, $1,377,760)",Unverified estimation
Sassuolo,Luca D'Andrea,ITA,FW,17.0,"€ 7,115 (£ 6,121, $7,780)","€ 370,000 (£ 318,315, $404,580)",Unverified estimation
Torino,Luca Gemello,ITA,GK,22.0,"€ 2,115 (£ 1,820, $2,313)","€ 110,000 (£ 94,634, $120,281)",
Köln,Luca Kilian,GER,DF,22.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Monza,Luca Marrone,ITA,DF,32.0,"€ 20,385 (£ 17,537, $22,290)","€ 1,060,000 (£ 911,929, $1,159,068)",Unverified estimation
Gladbach,Luca Netz,GER,"DF,MF",19.0,"€ 51,923 (£ 44,670, $56,776)","€ 2,700,000 (£ 2,322,838, $2,952,344)",Unverified estimation
Eintracht Frankfurt,Luca Pellegrini,ITA,MF,23.0,"€ 47,115 (£ 40,534, $51,519)","€ 2,450,000 (£ 2,107,760, $2,678,978)",
Stuttgart,Luca Pfeiffer,GER,FW,25.0,"€ 11,538 (£ 9,927, $12,617)","€ 600,000 (£ 516,186, $656,076)",Unverified estimation
Hoffenheim,Luca Philipp,GER,GK,21.0,"€ 769 (£ 662, $841)","€ 40,000 (£ 34,412, $43,738)",Unverified estimation
Fiorentina,Luca Ranieri,ITA,DF,23.0,"€ 21,346 (£ 18,364, $23,341)","€ 1,110,000 (£ 954,944, $1,213,741)",
Dortmund,Luca Unbehaun,GER,GK,21.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Wolfsburg,Luca Waldschmidt,GER,"FW,MF",26.0,"€ 38,462 (£ 33,089, $42,056)","€ 2,000,000 (£ 1,720,621, $2,186,921)",Unverified estimation
Cremonese,Luca Zanimacchia,ITA,MF,24.0,"€ 7,115 (£ 6,121, $7,780)","€ 370,000 (£ 318,315, $404,580)",
Celta Vigo,Luca de la Torre,USA,MF,24.0,"€ 5,192 (£ 4,467, $5,678)","€ 270,000 (£ 232,284, $295,234)",Unverified estimation
Eintracht Frankfurt,Lucas Alario,ARG,FW,29.0,"€ 48,077 (£ 41,361, $52,570)","€ 2,500,000 (£ 2,150,776, $2,733,652)",Unverified estimation
Elche,Lucas Boyé,ARG,FW,26.0,"€ 6,154 (£ 5,294, $6,729)","€ 320,000 (£ 275,299, $349,907)",Unverified estimation
Lille,Lucas Chevalier,FRA,GK,20.0,"€ 3,269 (£ 2,813, $3,575)","€ 170,000 (£ 146,253, $185,888)",Unverified estimation
Nice,Lucas Da Cunha,FRA,RW,21.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Bayern Munich,Lucas Hernández,FRA,DF,26.0,"€ 288,462 (£ 248,166, $315,421)","€ 15,000,000 (£ 12,904,655, $16,401,909)",
Freiburg,Lucas Höler,GER,FW,28.0,"€ 8,269 (£ 7,114, $9,042)","€ 430,000 (£ 369,933, $470,188)",Unverified estimation
Paris Saint-Germain,Lucas Lavallée,FRA,GK,19.0,"€ 2,308 (£ 1,985, $2,523)","€ 120,000 (£ 103,237, $131,215)",Unverified estimation
Clermont Foot,Lucas Margueron,FRA,GK,21.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Fiorentina,Lucas Martínez Quarta,ARG,DF,26.0,"€ 24,615 (£ 21,177, $26,916)","€ 1,280,000 (£ 1,101,197, $1,399,630)",
Tottenham Hotspur,Lucas Moura,BRA,"MF,FW",29.0,"£ 90,000 (€ 104,613, $114,391)","£ 4,680,000 (€ 5,439,897, $5,948,314)",
Sevilla,Lucas Ocampos,ARG,"MF,FW",28.0,"€ 30,769 (£ 26,469, $30,854)","€ 1,600,000 (£ 1,376,380, $1,604,420)",
Valladolid,Lucas Olaza,URU,DF,28.0,"€ 19,231 (£ 16,544, $21,028)","€ 1,000,000 (£ 860,310, $1,093,461)",Unverified estimation
West Ham United,Lucas Paquetá,BRA,MF,24.0,"£ 150,000 (€ 174,356, $190,651)","£ 7,800,000 (€ 9,066,495, $9,913,856)",
Strasbourg,Lucas Perrin,FRA,DF,23.0,"€ 1,923 (£ 1,654, $2,103)","€ 100,000 (£ 86,031, $109,346)",Unverified estimation
Cádiz,Lucas Pérez,ESP,FW,33.0,"€ 20,769 (£ 17,868, $22,710)","€ 1,080,000 (£ 929,135, $1,180,937)",Unverified estimation
Almería,Lucas Robertone,ARG,MF,25.0,"€ 18,269 (£ 15,717, $19,977)","€ 950,000 (£ 817,295, $1,038,788)",Unverified estimation
Osasuna,Lucas Torró,ESP,MF,28.0,"€ 8,654 (£ 7,445, $9,463)","€ 450,000 (£ 387,140, $492,057)",Unverified estimation
Hertha BSC,Lucas Tousart,FRA,MF,25.0,"€ 50,000 (£ 43,016, $54,673)","€ 2,600,000 (£ 2,236,807, $2,842,998)",Unverified estimation
Real Madrid,Lucas Vázquez,ESP,DF,31.0,"€ 180,385 (£ 155,187, $197,243)","€ 9,380,000 (£ 8,069,711, $10,256,660)",
Troyes,Lucien Agoume,FRA,MF,20.0,"€ 12,692 (£ 10,919, $13,879)","€ 660,000 (£ 567,805, $721,684)",
Strasbourg,Ludovic Ajorque,FRA,FW,28.0,"€ 9,423 (£ 8,107, $10,304)","€ 490,000 (£ 421,552, $535,796)",Unverified estimation
Nantes,Ludovic Blas,FRA,"MF,FW",24.0,"€ 18,462 (£ 15,883, $20,187)","€ 960,000 (£ 825,898, $1,049,722)",
Salernitana,Luigi Sepe,ITA,GK,31.0,"€ 32,115 (£ 27,629, $35,117)","€ 1,670,000 (£ 1,436,718, $1,826,079)",
Lazio,Luis Alberto,ESP,MF,29.0,"€ 89,038 (£ 76,601, $97,360)","€ 4,630,000 (£ 3,983,237, $5,062,723)",
Liverpool,Luis Díaz,COL,"FW,MF",25.0,"£ 55,000 (€ 63,930, $69,905)","£ 2,860,000 (€ 3,324,382, $3,635,081)",
Cádiz,Luis Hernández,ESP,DF,33.0,"€ 19,615 (£ 16,875, $21,449)","€ 1,020,000 (£ 877,517, $1,115,330)",Unverified estimation
Marseille,Luis Javier Suárez,COL,FW,24.0,"€ 31,538 (£ 27,133, $34,486)","€ 1,640,000 (£ 1,410,909, $1,793,275)",Unverified estimation
Getafe,Luis Milla,ESP,MF,27.0,"€ 15,000 (£ 12,905, $16,402)","€ 780,000 (£ 671,042, $852,899)",Unverified estimation
Atalanta,Luis Muriel,COL,"FW,MF",31.0,"€ 44,423 (£ 38,218, $48,575)","€ 2,310,000 (£ 1,987,317, $2,525,894)",
Valladolid,Luis Pérez,ESP,"DF,MF",27.0,"€ 10,000 (£ 8,603, $10,935)","€ 520,000 (£ 447,361, $568,600)",Unverified estimation
Leeds United,Luis Sinisterra,COL,MF,23.0,"£ 65,000 (€ 75,554, $82,615)","£ 3,380,000 (€ 3,928,815, $4,296,004)",Unverified estimation
Real Betis,Luiz Felipe,ITA,DF,25.0,"€ 61,538 (£ 52,942, $67,290)","€ 3,200,000 (£ 2,752,993, $3,499,074)",
Real Betis,Luiz Henrique,BRA,MF,21.0,"€ 15,385 (£ 13,236, $16,822)","€ 800,000 (£ 688,248, $874,768)",Unverified estimation
Fiorentina,Luka Jović,SRB,FW,24.0,"€ 61,731 (£ 53,108, $67,500)","€ 3,210,000 (£ 2,761,596, $3,510,009)",
Cremonese,Luka Lochoshvili,GEO,DF,24.0,"€ 12,308 (£ 10,588, $13,458)","€ 640,000 (£ 550,599, $699,815)",
Crystal Palace,Luka Milivojević,SRB,MF,31.0,"£ 75,000 (€ 87,178, $95,326)","£ 3,900,000 (€ 4,533,248, $4,956,928)",Unverified estimation
Real Madrid,Luka Modrić,CRO,MF,36.0,"€ 420,769 (£ 361,992, $460,095)","€ 21,880,000 (£ 18,823,590, $23,924,918)",
Lazio,Luka Romero,ARG,FW,17.0,"€ 9,808 (£ 8,438, $10,724)","€ 510,000 (£ 438,758, $557,665)",
RB Leipzig,Lukas Klostermann,GER,DF,26.0,"€ 100,000 (£ 86,031, $109,346)","€ 5,200,000 (£ 4,473,614, $5,685,995)",
Freiburg,Lukas Kübler,GER,"DF,MF",29.0,"€ 4,808 (£ 4,136, $5,257)","€ 250,000 (£ 215,078, $273,365)",Unverified estimation
Wolfsburg,Lukas Nmecha,GER,FW,23.0,"€ 11,923 (£ 10,258, $13,037)","€ 620,000 (£ 533,392, $677,946)",Unverified estimation
Augsburg,Lukas Petkov,BUL,"FW,MF",21.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Hertha BSC,Lukas Ullrich,GER,LB,18.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Leeds United,Luke Ayling,ENG,DF,30.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",Unverified estimation
Manchester Utd,Luke Shaw,ENG,DF,27.0,"£ 150,000 (€ 174,356, $190,651)","£ 7,800,000 (€ 9,066,495, $9,913,856)",
Leicester City,Luke Thomas,ENG,DF,21.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",
Leverkusen,Lukáš Hrádecký,FIN,GK,32.0,"€ 50,000 (£ 43,016, $54,673)","€ 2,600,000 (£ 2,236,807, $2,842,998)",
Lazio,Luís Maximiano,POR,GK,23.0,"€ 24,615 (£ 21,177, $26,916)","€ 1,280,000 (£ 1,101,197, $1,399,630)",
Southampton,Lyanco,BRA,DF,25.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",Unverified estimation
Nottingham Forest,Lyle Taylor,MSR,FW,32.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",
Bochum,Lys Mousset,FRA,"FW,MF",26.0,"€ 23,654 (£ 20,350, $25,865)","€ 1,230,000 (£ 1,058,182, $1,344,957)",
Almería,Lázaro,BRA,"FW,MF",20.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Almería,Léo Baptistão,BRA,"FW,MF",29.0,"€ 11,538 (£ 9,927, $12,617)","€ 600,000 (£ 516,186, $656,076)",Unverified estimation
Wolves,Léo Bonatini,BRA,,28.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Lille,Léo Jardim,BRA,GK,27.0,"€ 9,615 (£ 8,272, $10,514)","€ 500,000 (£ 430,155, $546,730)",Unverified estimation
Montpellier,Léo Leroy,FRA,MF,22.0,"€ 5,000 (£ 4,302, $5,467)","€ 260,000 (£ 223,681, $284,300)",Unverified estimation
Spezia,M'Bala Nzola,ANG,FW,25.0,"€ 19,615 (£ 16,875, $21,449)","€ 1,020,000 (£ 877,517, $1,115,330)",
Auxerre,M'Baye Niang,SEN,FW,27.0,"€ 16,154 (£ 13,897, $17,664)","€ 840,000 (£ 722,661, $918,507)",Unverified estimation
Nice,Mads Bech Sørensen,DEN,DF,23.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",
Augsburg,Mads Pedersen,DEN,"DF,MF",25.0,"€ 8,846 (£ 7,610, $9,673)","€ 460,000 (£ 395,743, $502,992)",Unverified estimation
Brentford,Mads Roerslev,DEN,"MF,DF",23.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Roma,Mady Camara,,,25.0,"€ 29,615 (£ 25,478, $32,383)","€ 1,540,000 (£ 1,324,878, $1,683,929)",
Monaco,Maghnes Akliouche,FRA,"MF,FW",20.0,"€ 2,308 (£ 1,985, $2,523)","€ 120,000 (£ 103,237, $131,215)",Unverified estimation
Brest,Mahdi Camara,FRA,MF,24.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
