Team,Player,Nation,Pos,Age,Weekly Wages,Annual Wages,Notes
Gladbach,Tobias Sippel,GER,GK,34.0,"€ 8,462 (£ 7,280, $9,252)","€ 440,000 (£ 378,537, $481,123)",Unverified estimation
Augsburg,Tobias Strobl,GER,DM,32.0,"€ 19,231 (£ 16,544, $21,028)","€ 1,000,000 (£ 860,310, $1,093,461)",Unverified estimation
Udinese,Tolgay Arslan,GER,MF,31.0,"€ 14,808 (£ 12,739, $16,192)","€ 770,000 (£ 662,439, $841,965)",
Hoffenheim,Tom Bischof,GER,MF,17.0,"€ 1,538 (£ 1,324, $1,682)","€ 80,000 (£ 68,825, $87,477)",Unverified estimation
Fulham,Tom Cairney,SCO,MF,31.0,"£ 30,000 (€ 34,871, $38,130)","£ 1,560,000 (€ 1,813,299, $1,982,771)",
Everton,Tom Davies,ENG,MF,24.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",
Manchester Utd,Tom Heaton,ENG,GK,36.0,"£ 45,000 (€ 52,307, $57,195)","£ 2,340,000 (€ 2,719,949, $2,974,157)",
Schalke 04,Tom Krauß,GER,MF,21.0,"€ 18,077 (£ 15,552, $19,766)","€ 940,000 (£ 808,692, $1,027,853)",Unverified estimation
Brighton,Tom McGill,ENG,GK,22.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",Unverified estimation
Dortmund,Tom Rothe,GER,DF,17.0,"€ 1,538 (£ 1,324, $1,682)","€ 80,000 (£ 68,825, $87,477)",Unverified estimation
Lazio,Toma Bašić,CRO,MF,25.0,"€ 34,423 (£ 29,615, $37,640)","€ 1,790,000 (£ 1,539,956, $1,957,294)",
Sampdoria,Tommaso Augello,ITA,"MF,DF",27.0,"€ 8,846 (£ 7,610, $9,673)","€ 460,000 (£ 395,743, $502,992)",
Empoli,Tommaso Baldanzi,ITA,MF,19.0,"€ 10,769 (£ 9,265, $11,776)","€ 560,000 (£ 481,774, $612,338)",Unverified estimation
Lecce,Tommaso Cassandro,ITA,"DF,MF",22.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",Unverified estimation
Cremonese,Tommaso Milanese,ITA,MF,20.0,"€ 5,385 (£ 4,632, $5,888)","€ 280,000 (£ 240,887, $306,169)",Unverified estimation
Milan,Tommaso Pobega,ITA,MF,23.0,"€ 35,577 (£ 30,607, $38,902)","€ 1,850,000 (£ 1,591,574, $2,022,902)",
Cádiz,Tomás Alarcón,CHI,MF,23.0,"€ 15,962 (£ 13,732, $17,453)","€ 830,000 (£ 714,058, $907,572)",Unverified estimation
Sampdoria,Tomás Rincón,VEN,MF,34.0,"€ 25,000 (£ 21,508, $27,337)","€ 1,300,000 (£ 1,118,403, $1,421,499)",
Augsburg,Tomáš Koubek,CZE,GK,29.0,"€ 19,231 (£ 16,544, $21,028)","€ 1,000,000 (£ 860,310, $1,093,461)",Unverified estimation
West Ham United,Tomáš Souček,CZE,MF,27.0,"£ 65,000 (€ 75,554, $82,615)","£ 3,380,000 (€ 3,928,815, $4,296,004)",
Girona,Toni Fuidias,ESP,GK,21.0,"€ 2,500 (£ 2,151, $2,734)","€ 130,000 (£ 111,840, $142,150)",Unverified estimation
Real Madrid,Toni Kroos,GER,MF,32.0,"€ 468,846 (£ 403,353, $512,665)","€ 24,380,000 (£ 20,974,366, $26,658,569)",
Valencia,Toni Lato,ESP,"DF,MF",24.0,"€ 33,846 (£ 29,118, $37,009)","€ 1,760,000 (£ 1,514,146, $1,924,491)",Unverified estimation
Girona,Toni Villa,ESP,MF,27.0,"€ 9,038 (£ 7,776, $9,883)","€ 470,000 (£ 404,346, $513,926)",Unverified estimation
Salernitana,Tonny Vilhena,NED,MF,27.0,"€ 14,231 (£ 12,243, $15,561)","€ 740,000 (£ 636,630, $809,161)",Unverified estimation
Gladbach,Tony Jantschke,GER,DF,32.0,"€ 32,692 (£ 28,126, $35,748)","€ 1,700,000 (£ 1,462,528, $1,858,883)",Unverified estimation
Gladbach,Torben Müsel,GER,"FW,MF",23.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",Unverified estimation
Fulham,Tosin Adarabioyo,ENG,DF,24.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",
Wolves,Toti Gomes,POR,DF,23.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",Unverified estimation
Liverpool,Trent Alexander-Arnold,ENG,DF,23.0,"£ 180,000 (€ 209,227, $228,781)","£ 9,360,000 (€ 10,879,794, $11,896,627)",
Chelsea,Trevoh Chalobah,ENG,DF,23.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Troyes,Tristan Dingomé,CMR,"DF,MF",31.0,"€ 12,692 (£ 10,919, $13,879)","€ 660,000 (£ 567,805, $721,684)",
Eintracht Frankfurt,Tuta,BRA,DF,23.0,"€ 4,038 (£ 3,474, $4,416)","€ 210,000 (£ 180,665, $229,627)",Unverified estimation
Leeds United,Tyler Adams,USA,MF,23.0,"£ 55,000 (€ 63,930, $69,905)","£ 2,860,000 (€ 3,324,382, $3,635,081)",Unverified estimation
Union Berlin,Tymoteusz Puchacz,POL,MF,23.0,"€ 11,154 (£ 9,596, $12,196)","€ 580,000 (£ 498,980, $634,207)",Unverified estimation
Manchester Utd,Tyrell Malacia,NED,DF,22.0,"£ 75,000 (€ 87,178, $95,326)","£ 3,900,000 (€ 4,533,248, $4,956,928)",Unverified estimation
Fulham,Tyrese Francois,AUS,MF,22.0,"£ 7,000 (€ 8,137, $8,897)","£ 364,000 (€ 423,103, $462,647)",Unverified estimation
Crystal Palace,Tyrick Mitchell,ENG,DF,22.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",Unverified estimation
Empoli,Tyronne Ebuehi,NGA,DF,26.0,"€ 12,308 (£ 10,588, $13,458)","€ 640,000 (£ 550,599, $699,815)",Unverified estimation
Montpellier,Téji Savanier,FRA,MF,30.0,"€ 25,385 (£ 21,839, $27,757)","€ 1,320,000 (£ 1,135,610, $1,443,368)",
Angers,Ulrick Eneme,GAB,CF,21.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Real Sociedad,Umar Sadiq,NGA,FW,25.0,"€ 23,077 (£ 19,853, $25,234)","€ 1,200,000 (£ 1,032,372, $1,312,153)",Unverified estimation
Osasuna,Unai García,ESP,DF,30.0,"€ 13,077 (£ 11,250, $14,299)","€ 680,000 (£ 585,011, $743,553)",Unverified estimation
Rayo Vallecano,Unai López,ESP,MF,26.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",
Celta Vigo,Unai Núñez,ESP,DF,25.0,"€ 43,077 (£ 37,060, $47,103)","€ 2,240,000 (£ 1,927,095, $2,449,352)",Unverified estimation
Athletic Club,Unai Simón,ESP,GK,25.0,"€ 82,308 (£ 70,810, $90,000)","€ 4,280,000 (£ 3,682,128, $4,680,011)",
Athletic Club,Unai Vencedor Paris,ESP,MF,21.0,"€ 28,846 (£ 24,817, $31,542)","€ 1,500,000 (£ 1,290,466, $1,640,191)",Unverified estimation
Monza,Valentin Antov,BUL,DF,21.0,"€ 14,808 (£ 12,739, $16,192)","€ 770,000 (£ 662,439, $841,965)",Unverified estimation
Inter,Valentin Carboni,ARG,MF,17.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Lecce,Valentin Gendrey,FRA,DF,22.0,"€ 2,308 (£ 1,985, $2,523)","€ 120,000 (£ 103,237, $131,215)",
Marseille,Valentin Rongier,FRA,MF,27.0,"€ 76,154 (£ 65,516, $83,271)","€ 3,960,000 (£ 3,406,829, $4,330,104)",
Torino,Valentino Lazaro,AUT,MF,26.0,"€ 36,923 (£ 31,765, $40,374)","€ 1,920,000 (£ 1,651,796, $2,099,444)",
Southampton,Valentino Livramento,ENG,"DF,MF",19.0,"£ 8,000 (€ 9,299, $10,168)","£ 416,000 (€ 483,546, $528,739)",Unverified estimation
Girona,Valentín Castellanos,ARG,FW,23.0,"€ 17,500 (£ 15,055, $19,136)","€ 910,000 (£ 782,882, $995,049)",
Sampdoria,Valerio Verre,ITA,MF,28.0,"€ 25,000 (£ 21,508, $27,337)","€ 1,300,000 (£ 1,118,403, $1,421,499)",
Girona,Valery Fernández,ESP,"MF,DF",22.0,"€ 3,077 (£ 2,647, $3,365)","€ 160,000 (£ 137,650, $174,954)",Unverified estimation
Montpellier,Valère Germain,FRA,"FW,MF",32.0,"€ 35,192 (£ 30,276, $38,481)","€ 1,830,000 (£ 1,574,368, $2,001,033)",Unverified estimation
Monaco,Vanderson,BRA,"DF,MF",21.0,"€ 57,692 (£ 49,633, $63,084)","€ 3,000,000 (£ 2,580,931, $3,280,382)",
Torino,Vanja Milinković-Savić,SRB,GK,25.0,"€ 25,000 (£ 21,508, $27,337)","€ 1,300,000 (£ 1,118,403, $1,421,499)",Unverified estimation
Bochum,Vassilis Lambropoulos,GRE,DF,32.0,"€ 7,692 (£ 6,618, $8,411)","€ 400,000 (£ 344,124, $437,384)",Unverified estimation
Mallorca,Vedat Muriqi,KVX,FW,28.0,"€ 88,077 (£ 75,773, $96,309)","€ 4,580,000 (£ 3,940,221, $5,008,050)",
Toulouse,Veljko Birmančević,SRB,"MF,FW",24.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",
Crystal Palace,Vicente Guaita,ESP,GK,35.0,"£ 75,000 (€ 87,178, $95,326)","£ 3,900,000 (€ 4,533,248, $4,956,928)",
Leicester City,Victor Kristiansen,,,20.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",Unverified estimation
Manchester Utd,Victor Lindelöf,SWE,DF,28.0,"£ 120,000 (€ 139,485, $152,521)","£ 6,240,000 (€ 7,253,196, $7,931,085)",
Napoli,Victor Osimhen,NGA,FW,23.0,"€ 104,808 (£ 90,167, $114,603)","€ 5,450,000 (£ 4,688,691, $5,959,360)",
Spezia,Viktor Kovalenko,UKR,MF,26.0,"€ 71,154 (£ 61,214, $77,804)","€ 3,700,000 (£ 3,183,148, $4,045,804)",
Lorient,Vincent Le Goff,FRA,DF,32.0,"€ 4,808 (£ 4,136, $5,257)","€ 250,000 (£ 215,078, $273,365)",Unverified estimation
Ajaccio,Vincent Marchetti,FRA,MF,25.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Salernitana,Vincenzo Fiorillo,ITA,GK,32.0,"€ 9,615 (£ 8,272, $10,514)","€ 500,000 (£ 430,155, $546,730)",
Freiburg,Vincenzo Grifo,ITA,"MF,FW",29.0,"€ 18,269 (£ 15,717, $19,977)","€ 950,000 (£ 817,295, $1,038,788)",Unverified estimation
Real Madrid,Vinicius Júnior,BRA,FW,22.0,"€ 400,577 (£ 344,620, $438,015)","€ 20,830,000 (£ 17,920,265, $22,776,784)",
Espanyol,Vinicius Souza,BRA,MF,23.0,"€ 5,385 (£ 4,632, $5,888)","€ 280,000 (£ 240,887, $306,169)",Unverified estimation
Liverpool,Virgil van Dijk,NED,DF,31.0,"£ 220,000 (€ 255,722, $279,622)","£ 11,440,000 (€ 13,297,527, $14,540,322)",
Everton,Vitaliy Mykolenko,UKR,"DF,MF",23.0,"£ 58,000 (€ 67,418, $73,718)","£ 3,016,000 (€ 3,505,712, $3,833,358)",
Brentford,Vitaly Janelt,GER,MF,24.0,"£ 30,000 (€ 34,871, $38,130)","£ 1,560,000 (€ 1,813,299, $1,982,771)",Unverified estimation
Paris Saint-Germain,Vitinha,POR,MF,22.0,"€ 104,808 (£ 90,167, $114,603)","€ 5,450,000 (£ 4,688,691, $5,959,360)",
Lorient,Vito Mannone,ITA,GK,34.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Cremonese,Vlad Chiricheș,ROU,DF,32.0,"€ 25,000 (£ 21,508, $27,337)","€ 1,300,000 (£ 1,118,403, $1,421,499)",
West Ham United,Vladimír Coufal,CZE,"DF,MF",29.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",
Hertha BSC,Vladimír Darida,CZE,MF,31.0,"€ 46,154 (£ 39,707, $50,467)","€ 2,400,000 (£ 2,064,745, $2,624,305)",Unverified estimation
Real Betis,Víctor Camarasa,ESP,MF,28.0,"€ 17,115 (£ 14,725, $18,715)","€ 890,000 (£ 765,676, $973,180)",Unverified estimation
Cádiz,Víctor Chust,ESP,DF,22.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Real Betis,Víctor Ruiz,ESP,DF,33.0,"€ 28,846 (£ 24,817, $31,542)","€ 1,500,000 (£ 1,290,466, $1,640,191)",Unverified estimation
Clermont Foot,Wabo Kamdem,FRA,MF,19.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Montpellier,Wahbi Khazri,TUN,"MF,FW",31.0,"€ 57,692 (£ 49,633, $63,084)","€ 3,000,000 (£ 2,580,931, $3,280,382)",Unverified estimation
Udinese,Walace,BRA,MF,27.0,"€ 19,808 (£ 17,041, $21,659)","€ 1,030,000 (£ 886,120, $1,126,264)",Unverified estimation
Stuttgart,Waldemar Anton,GER,DF,26.0,"€ 14,423 (£ 12,408, $15,771)","€ 750,000 (£ 645,233, $820,095)",Unverified estimation
Angers,Waniss Taibi,FRA,MF,20.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Rennes,Warmed Omari,COM,DF,22.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Monza,Warren Bondo,FRA,MF,18.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",Unverified estimation
Paris Saint-Germain,Warren Zaïre-Emery,FRA,MF,16.0,"€ 4,808 (£ 4,136, $5,257)","€ 250,000 (£ 215,078, $273,365)",Unverified estimation
Stuttgart,Wataru Endo,JPN,MF,29.0,"€ 12,692 (£ 10,919, $13,879)","€ 660,000 (£ 567,805, $721,684)",Unverified estimation
Nottingham Forest,Wayne Hennessey,WAL,GK,35.0,"£ 15,000 (€ 17,436, $19,065)","£ 780,000 (€ 906,650, $991,386)",Unverified estimation
Chelsea,Wesley Fofana,FRA,DF,21.0,"£ 200,000 (€ 232,474, $254,201)","£ 10,400,000 (€ 12,088,660, $13,218,475)",
Lens,Wesley Saïd,FRA,FW,27.0,"€ 8,269 (£ 7,114, $9,042)","€ 430,000 (£ 369,933, $470,188)",Unverified estimation
Juventus,Weston McKennie,USA,MF,23.0,"€ 61,731 (£ 53,108, $67,500)","€ 3,210,000 (£ 2,761,596, $3,510,009)",
Leicester City,Wilfred Ndidi,NGA,"MF,DF",25.0,"£ 75,000 (€ 87,178, $95,326)","£ 3,900,000 (€ 4,533,248, $4,956,928)",
Leeds United,Wilfried Gnonto,ITA,"MF,FW",18.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Hertha BSC,Wilfried Kanga,CIV,FW,24.0,"€ 19,615 (£ 16,875, $21,449)","€ 1,020,000 (£ 877,517, $1,115,330)",Unverified estimation
Torino,Wilfried Singo,CIV,MF,21.0,"€ 5,000 (£ 4,302, $5,467)","€ 260,000 (£ 223,681, $284,300)",
Crystal Palace,Wilfried Zaha,CIV,"FW,MF",29.0,"£ 130,000 (€ 151,108, $165,231)","£ 6,760,000 (€ 7,857,629, $8,592,009)",
Bournemouth,Will Dennis,ENG,GK,22.0,"£ 2,000 (€ 2,325, $2,542)","£ 104,000 (€ 120,887, $132,185)",
Crystal Palace,Will Hughes,ENG,MF,27.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",Unverified estimation
Monaco,Willem Geubbels,FRA,LW,21.0,"€ 14,615 (£ 12,574, $15,981)","€ 760,000 (£ 653,836, $831,030)",Unverified estimation
RB Leipzig,Willi Orban,HUN,DF,29.0,"€ 80,769 (£ 69,487, $88,318)","€ 4,200,000 (£ 3,613,303, $4,592,535)",
Roma,William Bianda,FRA,,22.0,"€ 17,308 (£ 14,890, $18,925)","€ 900,000 (£ 774,279, $984,115)",
Real Betis,William Carvalho,POR,MF,30.0,"€ 45,192 (£ 38,879, $49,416)","€ 2,350,000 (£ 2,021,729, $2,569,632)",
Arsenal,William Saliba,FRA,DF,21.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",
Salernitana,William Troost-Ekong,NGA,DF,28.0,"€ 30,577 (£ 26,306, $33,435)","€ 1,590,000 (£ 1,367,893, $1,738,602)",
Fulham,Willian,BRA,MF,33.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",
Real Betis,Willian José,BRA,FW,30.0,"€ 42,308 (£ 36,398, $46,262)","€ 2,200,000 (£ 1,892,683, $2,405,613)",Unverified estimation
Celta Vigo,Williot Swedberg,SWE,"FW,MF",18.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Nottingham Forest,Willy Boly,CIV,DF,31.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",Unverified estimation
Southampton,Willy Caballero,ARG,GK,40.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Troyes,Wilson Odobert,FRA,MF,17.0,"€ 769 (£ 662, $841)","€ 40,000 (£ 34,412, $43,738)",Unverified estimation
Bologna,Wisdom Amey,ITA,DF,16.0,"€ 1,077 (£ 926, $1,178)","€ 56,000 (£ 48,177, $61,234)",Unverified estimation
Monaco,Wissam Ben Yedder,FRA,FW,31.0,"€ 150,000 (£ 129,047, $164,019)","€ 7,800,000 (£ 6,710,421, $8,528,993)",
Lecce,Wladimiro Falcone,ITA,GK,27.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",
Juventus,Wojciech Szczęsny,POL,GK,32.0,"€ 231,538 (£ 199,195, $253,178)","€ 12,040,000 (£ 10,358,137, $13,165,266)",
Leicester City,Wout Faes,BEL,DF,24.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Manchester Utd,Wout Weghorst,NED,"FW,MF",29.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",Unverified estimation
Lens,Wuilker Faríñez,VEN,GK,24.0,"€ 9,038 (£ 7,776, $9,883)","€ 470,000 (£ 404,346, $513,926)",Unverified estimation
RB Leipzig,Xaver Schlager,AUT,MF,24.0,"€ 76,923 (£ 66,178, $84,112)","€ 4,000,000 (£ 3,441,241, $4,373,842)",
Troyes,Xavier Chavalerin,FRA,MF,31.0,"€ 15,000 (£ 12,905, $16,402)","€ 780,000 (£ 671,042, $852,899)",
Milan,Yacine Adli,FRA,MF,22.0,"€ 19,808 (£ 17,041, $21,659)","€ 1,030,000 (£ 886,120, $1,126,264)",
Angers,Yahia Fofana,CIV,GK,21.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Girona,Yan Couto,BRA,"MF,DF",20.0,"€ 5,000 (£ 4,302, $5,467)","€ 260,000 (£ 223,681, $284,300)",Unverified estimation
Angers,Yan Valery,TUN,DF,23.0,"€ 20,769 (£ 17,868, $22,710)","€ 1,080,000 (£ 929,135, $1,180,937)",Unverified estimation
Girona,Yangel Herrera,VEN,MF,24.0,"€ 21,154 (£ 18,199, $23,131)","€ 1,100,000 (£ 946,341, $1,202,807)",Unverified estimation
Toulouse,Yanis Begraoui,MAR,MF,21.0,"€ 5,577 (£ 4,798, $6,098)","€ 290,000 (£ 249,490, $317,104)",Unverified estimation
Ajaccio,Yanis Cimignani,FRA,MF,20.0,"€ 385 (£ 331, $421)","€ 20,000 (£ 17,206, $21,869)",Unverified estimation
Montpellier,Yanis Guermouche,FRA,CF,21.0,"€ 385 (£ 331, $386)","€ 20,000 (£ 17,205, $20,055)",Unverified estimation
Clermont Foot,Yanis Massolin,FRA,MF,19.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Torino,Yann Karamoh,FRA,MF,24.0,"€ 35,577 (£ 30,607, $38,902)","€ 1,850,000 (£ 1,591,574, $2,022,902)",Unverified estimation
Monaco,Yann Liénard,FRA,GK,19.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Gladbach,Yann Sommer,SUI,GK,33.0,"€ 76,923 (£ 66,178, $84,112)","€ 4,000,000 (£ 3,441,241, $4,373,842)",Unverified estimation
Atlético Madrid,Yannick Carrasco,BEL,"MF,DF",28.0,"€ 145,385 (£ 125,076, $158,972)","€ 7,560,000 (£ 6,503,946, $8,266,562)",Unverified estimation
Wolfsburg,Yannick Gerhardt,GER,MF,28.0,"€ 69,231 (£ 59,560, $75,701)","€ 3,600,000 (£ 3,097,117, $3,936,458)",Unverified estimation
Lens,Yannick Pandor,COM,GK,21.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Freiburg,Yannik Keitel,GER,MF,22.0,"€ 1,346 (£ 1,158, $1,472)","€ 70,000 (£ 60,222, $76,542)",Unverified estimation
Brighton,Yasin Ayari,SWE,MF,18.0,"£ 8,000 (€ 9,299, $10,168)","£ 416,000 (€ 483,546, $528,739)",Unverified estimation
Troyes,Yasser Larouci,ALG,"MF,DF",21.0,"€ 385 (£ 331, $421)","€ 20,000 (£ 17,206, $21,869)",Unverified estimation
Angers,Yassin Belkhdim,FRA,MF,20.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Sevilla,Yassine Bounou,MAR,GK,31.0,"€ 51,923 (£ 44,670, $56,776)","€ 2,700,000 (£ 2,322,838, $2,952,344)",Unverified estimation
Hellas Verona,Yayah Kallon,SLE,MF,21.0,"€ 8,846 (£ 7,610, $9,673)","€ 460,000 (£ 395,743, $502,992)",
Reims,Yehvann Diouf,SEN,GK,22.0,"€ 11,538 (£ 9,927, $12,617)","€ 600,000 (£ 516,186, $656,076)",
Athletic Club,Yeray Álvarez,ESP,DF,27.0,"€ 46,154 (£ 39,707, $50,467)","€ 2,400,000 (£ 2,064,745, $2,624,305)",Unverified estimation
Villarreal,Yeremi Pino,ESP,"MF,FW",19.0,"€ 25,962 (£ 22,335, $28,388)","€ 1,350,000 (£ 1,161,419, $1,476,172)",Unverified estimation
Everton,Yerry Mina,COL,DF,27.0,"£ 120,000 (€ 139,485, $152,521)","£ 6,240,000 (€ 7,253,196, $7,931,085)",
Wolves,Yerson Mosquera,COL,DF,21.0,"£ 8,000 (€ 9,299, $10,168)","£ 416,000 (€ 483,546, $528,739)",Unverified estimation
Monaco,Yllan Okou,FRA,DF,19.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Brentford,Yoane Wissa,COD,FW,25.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",Unverified estimation
Troyes,Yoann Salmier,GUF,DF,29.0,"€ 12,692 (£ 10,919, $13,879)","€ 660,000 (£ 567,805, $721,684)",
Ajaccio,Yoann Touzghar,TUN,FW,35.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Clermont Foot,Yohann Magnin,FRA,MF,25.0,"€ 3,462 (£ 2,978, $3,785)","€ 180,000 (£ 154,856, $196,823)",Unverified estimation
Nice,Youcef Atal,ALG,"DF,MF",26.0,"€ 34,615 (£ 29,780, $37,851)","€ 1,800,000 (£ 1,548,559, $1,968,229)",
Brest,Youcef Belaïli,ALG,"MF,FW",30.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",
Leicester City,Youri Tielemans,BEL,MF,25.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",
Sevilla,Youssef En-Nesyri,MAR,FW,25.0,"€ 57,692 (£ 49,633, $63,084)","€ 3,000,000 (£ 2,580,931, $3,280,382)",Unverified estimation
Fiorentina,Youssef Maleh,MAR,MF,23.0,"€ 25,000 (£ 21,508, $27,337)","€ 1,300,000 (£ 1,118,403, $1,421,499)",
Monaco,Youssouf Fofana,FRA,MF,23.0,"€ 5,385 (£ 4,632, $5,888)","€ 280,000 (£ 240,887, $306,169)",Unverified estimation
Ajaccio,Youssouf Koné,MLI,DF,27.0,"€ 26,154 (£ 22,500, $28,598)","€ 1,360,000 (£ 1,170,022, $1,487,106)",Unverified estimation
Auxerre,Youssouf M'Changama,COM,MF,31.0,"€ 9,231 (£ 7,941, $10,093)","€ 480,000 (£ 412,949, $524,861)",Unverified estimation
Real Betis,Youssouf Sabaly,SEN,DF,29.0,"€ 16,346 (£ 14,063, $17,874)","€ 850,000 (£ 731,264, $929,442)",Unverified estimation
Dortmund,Youssoufa Moukoko,GER,FW,17.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Reims,Yunis Abdelhamid,MAR,DF,34.0,"€ 23,077 (£ 19,853, $25,234)","€ 1,200,000 (£ 1,032,372, $1,312,153)",
Valencia,Yunus Musah,USA,MF,19.0,"€ 28,846 (£ 24,817, $31,542)","€ 1,500,000 (£ 1,290,466, $1,640,191)",Unverified estimation
Athletic Club,Yuri Berchiche,ESP,DF,32.0,"€ 82,308 (£ 70,810, $90,000)","€ 4,280,000 (£ 3,682,128, $4,680,011)",
RB Leipzig,Yussuf Poulsen,DEN,"FW,MF",28.0,"€ 76,923 (£ 66,178, $84,112)","€ 4,000,000 (£ 3,441,241, $4,373,842)",
Gladbach,Yvandro Borges Sanches,LUX,MF,18.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Tottenham Hotspur,Yves Bissouma,MLI,MF,25.0,"£ 55,000 (€ 63,930, $69,905)","£ 2,860,000 (€ 3,324,382, $3,635,081)",Unverified estimation
Lorient,Yvon Mvogo,SUI,GK,28.0,"€ 13,846 (£ 11,912, $15,140)","€ 720,000 (£ 619,423, $787,292)",Unverified estimation
Lecce,Yıldırım Mert Çetin,TUR,DF,25.0,"€ 6,154 (£ 5,294, $6,729)","€ 320,000 (£ 275,299, $349,907)",
Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",22.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
Roma,Zeki Çelik,TUR,"MF,DF",25.0,"€ 49,231 (£ 42,354, $53,832)","€ 2,560,000 (£ 2,202,394, $2,799,259)",
Leverkusen,Zidan Sertdemir,DEN,MF,17.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Angers,Zinédine Ould Khaled,FRA,MF,22.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Milan,Zlatan Ibrahimović,SWE,FW,40.0,"€ 36,923 (£ 31,765, $40,374)","€ 1,920,000 (£ 1,651,796, $2,099,444)",
